customer_id,age,job_type,housing,checking_account,savings_account,credit_amount_DM,duration_months,purpose,credit_history,employment_length,credit_score,risk_tier,credit_rating
CUST0439,19,skilled,own,0_to_200_DM,>=1000_DM,1366,13,furniture,existing_paid,>=7_years,82.5,Low Risk,Good
CUST0440,33,skilled,own,no_account,no_savings,2183,58,business,existing_paid,>=7_years,60.3,Medium Risk,Good
CUST0441,20,skilled,rent,no_account,no_savings,1752,11,car_new,all_paid,>=7_years,55.7,Medium Risk,Good
CUST0442,27,skilled,own,>=200_DM,no_savings,2054,23,car_new,existing_paid,1_to_4_years,66.1,Medium Risk,Good
CUST0443,25,skilled,own,no_account,<100_DM,1131,27,car_new,existing_paid,1_to_4_years,59.7,Medium Risk,Bad
CUST0444,42,skilled,own,no_account,500_to_1000_DM,4105,24,radio_TV,existing_paid,1_to_4_years,69.5,Medium Risk,Good
CUST0445,34,highly_skilled,own,0_to_200_DM,<100_DM,793,18,car_new,critical_account,<1_year,44.7,High Risk,Good
CUST0446,22,unskilled_resident,own,>=200_DM,100_to_500_DM,2543,18,business,existing_paid,unemployed,65.7,Medium Risk,Good
CUST0447,43,highly_skilled,own,>=200_DM,no_savings,4135,20,furniture,all_paid,>=7_years,70.3,Low Risk,Good
CUST0448,21,skilled,own,0_to_200_DM,<100_DM,2531,18,furniture,critical_account,1_to_4_years,45.5,High Risk,Bad
CUST0449,36,skilled,own,no_account,<100_DM,1569,32,car_used,critical_account,1_to_4_years,42.7,High Risk,Bad
CUST0450,25,skilled,own,no_account,<100_DM,1249,60,furniture,critical_account,<1_year,33.1,High Risk,Bad
CUST0451,29,skilled,rent,0_to_200_DM,no_savings,3734,15,radio_TV,critical_account,>=7_years,46.7,High Risk,Good
CUST0452,38,skilled,rent,<0_DM,<100_DM,667,10,radio_TV,existing_paid,4_to_7_years,61.6,Medium Risk,Good
CUST0453,38,skilled,own,<0_DM,<100_DM,916,19,radio_TV,critical_account,4_to_7_years,46.3,High Risk,Bad
CUST0454,49,skilled,free,0_to_200_DM,<100_DM,1368,72,radio_TV,all_paid,>=7_years,61.6,Medium Risk,Good
CUST0455,32,highly_skilled,own,no_account,<100_DM,4299,13,business,existing_paid,1_to_4_years,61.2,Medium Risk,Good
CUST0456,36,skilled,rent,<0_DM,no_savings,2358,45,repairs,existing_paid,4_to_7_years,52.5,Medium Risk,Bad
CUST0457,29,unskilled_resident,own,no_account,<100_DM,918,46,radio_TV,existing_paid,unemployed,50.9,Medium Risk,Good
CUST0458,34,unskilled_resident,own,<0_DM,no_savings,1455,15,car_new,existing_paid,<1_year,52.8,Medium Risk,Bad
CUST0459,37,skilled,own,no_account,100_to_500_DM,1176,26,car_new,delayed_past,>=7_years,58.0,Medium Risk,Good
CUST0460,32,unskilled_resident,own,no_account,<100_DM,1100,45,car_new,critical_account,>=7_years,47.5,High Risk,Bad
CUST0461,19,skilled,own,no_account,no_savings,3587,16,radio_TV,existing_paid,1_to_4_years,55.8,Medium Risk,Good
CUST0462,36,unskilled_resident,own,<0_DM,>=1000_DM,692,18,furniture,existing_paid,1_to_4_years,71.2,Low Risk,Good
CUST0463,36,skilled,own,0_to_200_DM,<100_DM,5575,15,furniture,critical_account,1_to_4_years,46.9,High Risk,Good
CUST0464,27,unskilled_nonresident,own,<0_DM,no_savings,3228,12,business,delayed_past,unemployed,33.0,High Risk,Bad
CUST0465,22,skilled,own,>=200_DM,<100_DM,3880,14,business,existing_paid,1_to_4_years,68.5,Medium Risk,Good
CUST0466,51,skilled,own,no_account,<100_DM,1307,10,business,delayed_past,<1_year,47.6,High Risk,Good
CUST0467,38,skilled,free,no_account,100_to_500_DM,1627,20,car_used,existing_paid,1_to_4_years,64.7,Medium Risk,Bad
CUST0468,30,highly_skilled,free,0_to_200_DM,100_to_500_DM,663,13,radio_TV,existing_paid,>=7_years,75.8,Low Risk,Bad
CUST0469,23,highly_skilled,own,no_account,>=1000_DM,1252,22,car_used,critical_account,1_to_4_years,53.0,Medium Risk,Good
CUST0470,25,skilled,own,>=200_DM,<100_DM,2554,9,car_new,existing_paid,<1_year,66.4,Medium Risk,Good
CUST0471,48,unskilled_resident,free,no_account,<100_DM,4479,23,car_new,existing_paid,1_to_4_years,60.6,Medium Risk,Good
CUST0472,34,skilled,rent,>=200_DM,<100_DM,832,30,furniture,critical_account,>=7_years,55.1,Medium Risk,Bad
CUST0473,28,highly_skilled,own,no_account,no_savings,1399,7,furniture,critical_account,1_to_4_years,41.9,High Risk,Bad
CUST0474,38,skilled,own,0_to_200_DM,<100_DM,1626,24,repairs,all_paid,<1_year,57.2,Medium Risk,Bad
CUST0475,25,unskilled_resident,own,<0_DM,<100_DM,680,37,car_new,existing_paid,1_to_4_years,55.6,Medium Risk,Good
CUST0476,51,highly_skilled,own,>=200_DM,no_savings,2735,10,radio_TV,no_credits,>=7_years,68.8,Medium Risk,Good
CUST0477,49,skilled,own,no_account,<100_DM,1089,46,radio_TV,delayed_past,1_to_4_years,46.4,High Risk,Bad
CUST0478,28,skilled,rent,<0_DM,100_to_500_DM,1576,24,car_used,existing_paid,>=7_years,64.4,Medium Risk,Bad
CUST0479,27,highly_skilled,own,>=200_DM,100_to_500_DM,1317,14,furniture,existing_paid,>=7_years,81.8,Low Risk,Good
CUST0480,19,skilled,own,<0_DM,no_savings,1040,19,car_used,critical_account,>=7_years,42.8,High Risk,Bad
CUST0481,21,highly_skilled,rent,<0_DM,no_savings,1799,26,radio_TV,existing_paid,4_to_7_years,52.8,Medium Risk,Good
CUST0482,22,skilled,own,0_to_200_DM,<100_DM,1554,20,furniture,existing_paid,1_to_4_years,63.9,Medium Risk,Bad
CUST0483,34,highly_skilled,own,<0_DM,100_to_500_DM,1393,26,car_new,existing_paid,unemployed,55.3,Medium Risk,Bad
CUST0484,30,skilled,own,<0_DM,no_savings,1085,12,car_new,delayed_past,>=7_years,48.7,High Risk,Good
CUST0485,22,highly_skilled,own,<0_DM,<100_DM,2261,21,radio_TV,all_paid,1_to_4_years,51.4,Medium Risk,Good
CUST0486,30,unskilled_resident,own,0_to_200_DM,no_savings,5753,9,business,existing_paid,<1_year,57.6,Medium Risk,Good
CUST0487,38,skilled,own,no_account,<100_DM,1994,18,furniture,critical_account,4_to_7_years,48.8,High Risk,Good
CUST0488,38,skilled,rent,no_account,<100_DM,3631,12,radio_TV,existing_paid,1_to_4_years,58.8,Medium Risk,Good
CUST0489,19,skilled,own,>=200_DM,100_to_500_DM,683,13,radio_TV,existing_paid,4_to_7_years,77.8,Low Risk,Good
CUST0490,31,skilled,own,0_to_200_DM,<100_DM,2019,37,business,existing_paid,4_to_7_years,66.9,Medium Risk,Good
CUST0491,21,skilled,own,<0_DM,<100_DM,838,34,repairs,all_paid,1_to_4_years,50.2,Medium Risk,Bad
CUST0492,43,unskilled_resident,own,<0_DM,<100_DM,643,27,radio_TV,existing_paid,>=7_years,67.2,Medium Risk,Good
CUST0493,41,skilled,own,no_account,<100_DM,1077,11,radio_TV,existing_paid,1_to_4_years,64.8,Medium Risk,Good
CUST0494,25,skilled,own,no_account,100_to_500_DM,4164,17,business,existing_paid,1_to_4_years,63.5,Medium Risk,Good
CUST0495,26,highly_skilled,own,<0_DM,no_savings,3515,36,furniture,all_paid,1_to_4_years,46.3,High Risk,Bad
CUST0496,28,unskilled_resident,own,no_account,100_to_500_DM,2143,21,car_used,critical_account,4_to_7_years,50.5,Medium Risk,Bad
CUST0497,19,unskilled_resident,own,<0_DM,<100_DM,618,64,car_new,critical_account,>=7_years,39.8,High Risk,Good
CUST0498,36,skilled,free,no_account,no_savings,1575,24,repairs,critical_account,1_to_4_years,38.8,High Risk,Bad
CUST0499,30,skilled,own,>=200_DM,<100_DM,2233,22,domestic_appliances,critical_account,4_to_7_years,55.7,Medium Risk,Good
CUST0500,44,skilled,own,>=200_DM,no_savings,2044,17,car_new,existing_paid,<1_year,66.0,Medium Risk,Good
CUST0501,23,skilled,own,0_to_200_DM,<100_DM,497,21,radio_TV,critical_account,>=7_years,53.5,Medium Risk,Good
CUST0502,27,highly_skilled,own,<0_DM,<100_DM,969,18,furniture,existing_paid,1_to_4_years,58.4,Medium Risk,Bad
CUST0503,21,skilled,own,no_account,no_savings,1728,28,car_new,critical_account,4_to_7_years,41.5,High Risk,Good
CUST0504,24,skilled,own,0_to_200_DM,<100_DM,2631,32,others,critical_account,unemployed,37.0,High Risk,Bad
CUST0505,23,unskilled_resident,own,0_to_200_DM,100_to_500_DM,388,13,car_new,critical_account,<1_year,47.7,High Risk,Good
CUST0506,44,skilled,own,no_account,500_to_1000_DM,1614,10,car_new,critical_account,1_to_4_years,55.2,Medium Risk,Good
CUST0507,26,unskilled_resident,own,0_to_200_DM,<100_DM,1998,8,radio_TV,existing_paid,>=7_years,73.1,Low Risk,Good
CUST0508,34,skilled,own,0_to_200_DM,500_to_1000_DM,3277,25,radio_TV,existing_paid,1_to_4_years,72.4,Low Risk,Good
CUST0509,29,skilled,own,>=200_DM,<100_DM,2936,11,car_new,existing_paid,>=7_years,77.7,Low Risk,Good
CUST0510,22,skilled,free,0_to_200_DM,<100_DM,2718,6,radio_TV,existing_paid,1_to_4_years,63.2,Medium Risk,Good
CUST0511,31,skilled,own,<0_DM,100_to_500_DM,1032,24,radio_TV,all_paid,1_to_4_years,57.2,Medium Risk,Good
CUST0512,39,highly_skilled,own,<0_DM,<100_DM,475,69,car_new,delayed_past,<1_year,34.7,High Risk,Bad
CUST0513,23,unskilled_resident,own,0_to_200_DM,<100_DM,1373,20,car_new,critical_account,>=7_years,53.2,Medium Risk,Good
CUST0514,42,skilled,own,0_to_200_DM,<100_DM,3645,30,radio_TV,existing_paid,1_to_4_years,65.0,Medium Risk,Good
CUST0515,25,unskilled_resident,own,no_account,100_to_500_DM,4795,20,car_used,critical_account,>=7_years,51.7,Medium Risk,Good
CUST0516,28,skilled,own,no_account,100_to_500_DM,2973,19,business,critical_account,>=7_years,53.4,Medium Risk,Good
CUST0517,38,highly_skilled,rent,no_account,<100_DM,2441,31,repairs,critical_account,>=7_years,45.8,High Risk,Bad
CUST0518,27,skilled,free,0_to_200_DM,<100_DM,2358,17,others,critical_account,1_to_4_years,44.8,High Risk,Good
CUST0519,33,skilled,own,>=200_DM,<100_DM,1225,22,car_used,existing_paid,4_to_7_years,74.8,Low Risk,Good
CUST0520,30,highly_skilled,own,no_account,<100_DM,1650,23,business,critical_account,>=7_years,49.9,High Risk,Bad
CUST0521,34,skilled,own,<0_DM,<100_DM,5815,14,furniture,critical_account,<1_year,35.6,High Risk,Bad
CUST0522,19,skilled,own,no_account,100_to_500_DM,934,32,furniture,existing_paid,4_to_7_years,66.0,Medium Risk,Good
CUST0523,19,skilled,rent,>=200_DM,<100_DM,5599,18,car_new,existing_paid,unemployed,55.5,Medium Risk,Good
CUST0524,39,skilled,own,0_to_200_DM,<100_DM,1443,13,car_new,critical_account,1_to_4_years,50.0,Medium Risk,Bad
CUST0525,45,unskilled_resident,own,0_to_200_DM,no_savings,4572,26,radio_TV,existing_paid,<1_year,58.6,Medium Risk,Good
CUST0526,25,skilled,own,<0_DM,<100_DM,675,12,furniture,delayed_past,<1_year,40.0,High Risk,Bad
CUST0527,30,skilled,rent,<0_DM,500_to_1000_DM,2724,20,car_new,delayed_past,1_to_4_years,46.7,High Risk,Good
CUST0528,36,unskilled_resident,own,no_account,<100_DM,1079,19,radio_TV,existing_paid,1_to_4_years,62.8,Medium Risk,Bad
CUST0529,40,skilled,own,no_account,no_savings,671,34,car_used,existing_paid,4_to_7_years,62.7,Medium Risk,Bad
CUST0530,19,skilled,rent,0_to_200_DM,<100_DM,2106,25,radio_TV,critical_account,<1_year,36.4,High Risk,Good
CUST0531,25,unskilled_resident,own,0_to_200_DM,<100_DM,3665,19,furniture,existing_paid,1_to_4_years,63.4,Medium Risk,Good
CUST0532,29,skilled,own,>=200_DM,no_savings,1000,30,repairs,no_credits,<1_year,52.1,Medium Risk,Good
CUST0533,40,highly_skilled,own,>=200_DM,<100_DM,633,40,repairs,no_credits,4_to_7_years,63.9,Medium Risk,Good
CUST0534,70,highly_skilled,own,<0_DM,<100_DM,1695,26,furniture,existing_paid,4_to_7_years,68.6,Medium Risk,Good
CUST0535,30,highly_skilled,own,0_to_200_DM,<100_DM,1700,20,furniture,critical_account,1_to_4_years,47.3,High Risk,Good
CUST0536,21,highly_skilled,own,>=200_DM,<100_DM,2654,10,furniture,existing_paid,4_to_7_years,73.5,Low Risk,Good
CUST0537,37,unskilled_nonresident,own,0_to_200_DM,<100_DM,3514,11,domestic_appliances,delayed_past,1_to_4_years,51.8,Medium Risk,Bad
CUST0538,49,skilled,own,no_account,>=1000_DM,1734,17,car_used,existing_paid,>=7_years,83.1,Low Risk,Good
CUST0539,34,skilled,own,<0_DM,<100_DM,6626,14,car_new,existing_paid,1_to_4_years,57.1,Medium Risk,Good
CUST0540,25,skilled,own,no_account,<100_DM,2115,18,car_new,critical_account,1_to_4_years,42.4,High Risk,Good
CUST0541,44,skilled,own,>=200_DM,<100_DM,1418,20,furniture,critical_account,4_to_7_years,58.9,Medium Risk,Good
CUST0542,40,skilled,own,<0_DM,<100_DM,585,26,furniture,existing_paid,unemployed,52.8,Medium Risk,Good
CUST0543,24,skilled,own,no_account,<100_DM,1504,19,education,existing_paid,4_to_7_years,64.4,Medium Risk,Good
CUST0544,37,highly_skilled,own,0_to_200_DM,<100_DM,1428,25,car_new,no_credits,4_to_7_years,60.0,Medium Risk,Good
CUST0545,44,skilled,rent,<0_DM,<100_DM,3541,20,furniture,existing_paid,1_to_4_years,55.8,Medium Risk,Good
CUST0546,47,skilled,own,no_account,no_savings,2499,7,domestic_appliances,delayed_past,<1_year,43.7,High Risk,Bad
CUST0547,32,highly_skilled,rent,no_account,<100_DM,791,12,repairs,existing_paid,<1_year,55.2,Medium Risk,Good
CUST0548,29,skilled,own,0_to_200_DM,<100_DM,2039,18,furniture,existing_paid,>=7_years,72.2,Low Risk,Good
CUST0549,47,unskilled_resident,own,<0_DM,<100_DM,2893,10,furniture,existing_paid,4_to_7_years,66.0,Medium Risk,Good
CUST0550,23,skilled,own,0_to_200_DM,<100_DM,5269,27,car_used,critical_account,<1_year,39.1,High Risk,Bad
CUST0551,37,skilled,own,<0_DM,<100_DM,3365,43,business,critical_account,1_to_4_years,37.4,High Risk,Bad
CUST0552,21,skilled,own,0_to_200_DM,<100_DM,3079,36,car_new,all_paid,4_to_7_years,59.7,Medium Risk,Good
CUST0553,45,skilled,rent,<0_DM,no_savings,1885,18,business,critical_account,>=7_years,43.1,High Risk,Bad
CUST0554,30,skilled,own,<0_DM,100_to_500_DM,2372,42,radio_TV,existing_paid,unemployed,51.8,Medium Risk,Good
CUST0555,48,skilled,own,0_to_200_DM,<100_DM,4335,21,radio_TV,existing_paid,1_to_4_years,66.9,Medium Risk,Good
CUST0556,38,highly_skilled,own,<0_DM,100_to_500_DM,711,16,car_new,critical_account,>=7_years,53.8,Medium Risk,Good
CUST0557,22,highly_skilled,own,no_account,<100_DM,1415,14,furniture,critical_account,unemployed,35.8,High Risk,Bad
CUST0558,50,unskilled_resident,own,no_account,<100_DM,1052,17,furniture,critical_account,<1_year,43.6,High Risk,Bad
CUST0559,52,unskilled_resident,free,0_to_200_DM,<100_DM,2357,16,car_new,existing_paid,>=7_years,74.4,Low Risk,Bad
CUST0560,43,highly_skilled,own,<0_DM,500_to_1000_DM,4277,21,radio_TV,existing_paid,4_to_7_years,71.0,Low Risk,Good
CUST0561,26,highly_skilled,own,0_to_200_DM,no_savings,1190,21,business,critical_account,1_to_4_years,43.7,High Risk,Good
CUST0562,30,highly_skilled,own,no_account,no_savings,339,20,radio_TV,existing_paid,<1_year,55.0,Medium Risk,Good
CUST0563,34,highly_skilled,free,no_account,<100_DM,1354,24,radio_TV,existing_paid,unemployed,52.6,Medium Risk,Bad
CUST0564,26,skilled,free,no_account,no_savings,3426,36,car_new,existing_paid,1_to_4_years,52.4,Medium Risk,Bad
CUST0565,55,skilled,own,no_account,<100_DM,2634,32,furniture,delayed_past,>=7_years,55.6,Medium Risk,Good
CUST0566,34,skilled,own,<0_DM,500_to_1000_DM,2439,9,car_new,existing_paid,1_to_4_years,68.1,Medium Risk,Good
CUST0567,19,unskilled_resident,own,no_account,>=1000_DM,1486,5,radio_TV,existing_paid,4_to_7_years,76.5,Low Risk,Good
CUST0568,36,skilled,rent,<0_DM,<100_DM,738,32,business,critical_account,>=7_years,43.2,High Risk,Bad
CUST0569,29,skilled,rent,0_to_200_DM,500_to_1000_DM,2593,10,radio_TV,existing_paid,1_to_4_years,70.0,Low Risk,Good
CUST0570,32,skilled,own,no_account,<100_DM,1008,17,car_new,existing_paid,<1_year,58.4,Medium Risk,Good
CUST0571,29,skilled,own,<0_DM,<100_DM,8340,11,furniture,existing_paid,1_to_4_years,55.7,Medium Risk,Good
CUST0572,42,skilled,rent,0_to_200_DM,<100_DM,2695,8,radio_TV,no_credits,>=7_years,61.5,Medium Risk,Good
CUST0573,46,unskilled_resident,own,<0_DM,<100_DM,1204,26,furniture,no_credits,>=7_years,57.6,Medium Risk,Bad
CUST0574,36,skilled,own,<0_DM,>=1000_DM,1178,29,education,existing_paid,<1_year,65.4,Medium Risk,Good
CUST0575,29,unskilled_resident,own,0_to_200_DM,<100_DM,1694,15,repairs,critical_account,4_to_7_years,51.8,Medium Risk,Good
CUST0576,32,unskilled_resident,own,>=200_DM,<100_DM,1528,5,radio_TV,existing_paid,1_to_4_years,72.8,Low Risk,Good
CUST0577,33,highly_skilled,rent,no_account,no_savings,3951,15,furniture,critical_account,>=7_years,43.3,High Risk,Good
CUST0578,26,unskilled_resident,own,0_to_200_DM,no_savings,2060,24,car_used,existing_paid,<1_year,56.8,Medium Risk,Good
CUST0579,39,skilled,own,<0_DM,no_savings,1083,9,car_new,existing_paid,1_to_4_years,58.7,Medium Risk,Bad
CUST0580,38,skilled,own,no_account,>=1000_DM,6790,22,furniture,existing_paid,>=7_years,77.7,Low Risk,Good
CUST0581,52,skilled,own,<0_DM,100_to_500_DM,1871,19,furniture,existing_paid,1_to_4_years,66.2,Medium Risk,Good
CUST0582,48,unskilled_resident,own,>=200_DM,100_to_500_DM,3096,26,radio_TV,critical_account,1_to_4_years,57.9,Medium Risk,Good
CUST0583,26,skilled,rent,<0_DM,<100_DM,1181,21,radio_TV,existing_paid,<1_year,49.7,High Risk,Bad
CUST0584,42,skilled,own,no_account,<100_DM,2331,12,car_new,existing_paid,1_to_4_years,64.2,Medium Risk,Good
CUST0585,24,skilled,own,<0_DM,no_savings,2247,36,furniture,critical_account,1_to_4_years,33.7,High Risk,Bad
CUST0586,40,skilled,rent,no_account,<100_DM,481,18,car_new,critical_account,>=7_years,49.0,High Risk,Bad
CUST0587,28,highly_skilled,own,no_account,<100_DM,7410,19,car_new,critical_account,1_to_4_years,39.9,High Risk,Bad
CUST0588,24,skilled,rent,no_account,<100_DM,4462,12,repairs,existing_paid,1_to_4_years,55.8,Medium Risk,Good
CUST0589,36,skilled,own,no_account,<100_DM,1369,16,car_new,critical_account,4_to_7_years,49.1,High Risk,Good
CUST0590,19,unskilled_resident,own,no_account,no_savings,835,12,furniture,existing_paid,<1_year,53.9,Medium Risk,Good
CUST0591,19,skilled,own,no_account,no_savings,2306,18,car_new,existing_paid,1_to_4_years,56.2,Medium Risk,Good
CUST0592,31,skilled,own,<0_DM,no_savings,1921,47,education,existing_paid,4_to_7_years,55.6,Medium Risk,Good
CUST0593,33,unskilled_resident,free,no_account,<100_DM,2319,10,radio_TV,existing_paid,>=7_years,67.9,Medium Risk,Good
CUST0594,29,skilled,own,no_account,500_to_1000_DM,2067,8,car_new,existing_paid,4_to_7_years,74.6,Low Risk,Good
CUST0595,20,skilled,own,0_to_200_DM,<100_DM,2576,41,furniture,existing_paid,4_to_7_years,64.1,Medium Risk,Good
CUST0596,25,skilled,own,<0_DM,100_to_500_DM,4979,18,radio_TV,critical_account,<1_year,37.9,High Risk,Bad
CUST0597,37,skilled,free,<0_DM,<100_DM,2691,14,business,existing_paid,>=7_years,64.8,Medium Risk,Good
CUST0598,39,skilled,own,no_account,<100_DM,867,33,car_new,all_paid,<1_year,52.5,Medium Risk,Good
CUST0599,32,skilled,own,no_account,no_savings,4692,14,business,all_paid,>=7_years,59.8,Medium Risk,Bad
CUST0600,46,skilled,own,no_account,100_to_500_DM,5701,50,business,critical_account,1_to_4_years,43.8,High Risk,Good
CUST0601,37,unskilled_resident,own,no_account,<100_DM,16423,28,business,existing_paid,>=7_years,60.4,Medium Risk,Bad
CUST0602,26,skilled,own,no_account,no_savings,823,15,radio_TV,existing_paid,4_to_7_years,62.7,Medium Risk,Good
CUST0603,30,unskilled_resident,own,no_account,<100_DM,2143,59,radio_TV,critical_account,>=7_years,44.6,High Risk,Bad
CUST0604,21,unskilled_resident,own,no_account,<100_DM,420,14,furniture,critical_account,<1_year,39.2,High Risk,Bad
CUST0605,32,skilled,own,no_account,<100_DM,2662,29,radio_TV,existing_paid,1_to_4_years,59.8,Medium Risk,Good
CUST0606,46,skilled,own,<0_DM,500_to_1000_DM,1231,23,radio_TV,delayed_past,4_to_7_years,58.0,Medium Risk,Good
CUST0607,40,highly_skilled,own,no_account,<100_DM,6949,38,radio_TV,critical_account,>=7_years,46.7,High Risk,Good
CUST0608,50,skilled,own,no_account,<100_DM,1051,43,furniture,delayed_past,<1_year,43.0,High Risk,Bad
CUST0609,30,skilled,own,<0_DM,no_savings,554,20,radio_TV,existing_paid,>=7_years,62.9,Medium Risk,Good
CUST0610,49,skilled,own,0_to_200_DM,no_savings,1299,13,repairs,critical_account,>=7_years,55.8,Medium Risk,Good
CUST0611,31,skilled,rent,no_account,<100_DM,453,25,car_new,existing_paid,1_to_4_years,57.4,Medium Risk,Good
CUST0612,51,skilled,own,0_to_200_DM,no_savings,3058,14,education,existing_paid,>=7_years,73.1,Low Risk,Good
CUST0613,32,skilled,rent,<0_DM,<100_DM,426,54,radio_TV,existing_paid,1_to_4_years,50.6,Medium Risk,Bad
CUST0614,40,skilled,rent,no_account,<100_DM,1844,21,education,no_credits,1_to_4_years,48.8,High Risk,Good
CUST0615,51,highly_skilled,own,0_to_200_DM,no_savings,422,16,furniture,existing_paid,1_to_4_years,67.3,Medium Risk,Good
CUST0616,31,highly_skilled,own,0_to_200_DM,100_to_500_DM,1444,22,furniture,critical_account,4_to_7_years,55.3,Medium Risk,Good
CUST0617,35,skilled,own,no_account,no_savings,5712,10,business,no_credits,4_to_7_years,52.4,Medium Risk,Good
CUST0618,48,skilled,rent,no_account,<100_DM,2327,12,car_used,existing_paid,1_to_4_years,61.2,Medium Risk,Good
CUST0619,31,skilled,free,0_to_200_DM,<100_DM,987,36,education,existing_paid,4_to_7_years,65.6,Medium Risk,Good
CUST0620,22,skilled,own,0_to_200_DM,<100_DM,1768,14,furniture,all_paid,4_to_7_years,63.6,Medium Risk,Good
CUST0621,62,skilled,own,no_account,<100_DM,1830,11,furniture,critical_account,4_to_7_years,54.2,Medium Risk,Bad
CUST0622,28,highly_skilled,own,no_account,<100_DM,2517,26,car_used,existing_paid,unemployed,52.6,Medium Risk,Good
CUST0623,34,skilled,own,no_account,<100_DM,694,36,radio_TV,existing_paid,>=7_years,67.3,Medium Risk,Good
CUST0624,46,highly_skilled,own,<0_DM,>=1000_DM,2737,28,car_used,existing_paid,1_to_4_years,70.4,Low Risk,Good
CUST0625,27,skilled,rent,<0_DM,no_savings,272,33,car_new,existing_paid,1_to_4_years,49.7,High Risk,Bad
CUST0626,24,highly_skilled,own,no_account,no_savings,1163,13,car_used,no_credits,1_to_4_years,48.5,High Risk,Bad
CUST0627,35,skilled,own,<0_DM,no_savings,1284,9,car_new,critical_account,1_to_4_years,39.9,High Risk,Good
CUST0628,19,skilled,own,0_to_200_DM,<100_DM,2816,42,business,critical_account,>=7_years,48.6,High Risk,Bad
CUST0629,30,skilled,own,no_account,no_savings,1836,17,business,existing_paid,1_to_4_years,58.6,Medium Risk,Good
CUST0630,35,skilled,own,no_account,100_to_500_DM,675,17,furniture,delayed_past,>=7_years,59.1,Medium Risk,Good
CUST0631,30,unskilled_nonresident,own,0_to_200_DM,<100_DM,907,39,radio_TV,critical_account,<1_year,41.1,High Risk,Good
CUST0632,20,skilled,own,0_to_200_DM,<100_DM,2077,26,furniture,critical_account,1_to_4_years,44.4,High Risk,Good
CUST0633,53,skilled,own,<0_DM,<100_DM,1710,25,radio_TV,existing_paid,>=7_years,68.7,Medium Risk,Good
CUST0634,34,skilled,rent,<0_DM,no_savings,1205,59,domestic_appliances,existing_paid,>=7_years,53.8,Medium Risk,Bad
CUST0635,50,highly_skilled,own,no_account,<100_DM,1291,14,business,existing_paid,<1_year,61.9,Medium Risk,Good
CUST0636,30,highly_skilled,own,<0_DM,<100_DM,2943,31,furniture,critical_account,1_to_4_years,38.1,High Risk,Bad
CUST0637,25,unskilled_resident,own,<0_DM,<100_DM,1258,20,radio_TV,critical_account,<1_year,35.6,High Risk,Bad
CUST0638,35,skilled,free,no_account,<100_DM,1699,22,car_used,existing_paid,1_to_4_years,59.9,Medium Risk,Bad
CUST0639,31,skilled,free,no_account,no_savings,8258,43,others,existing_paid,>=7_years,56.7,Medium Risk,Bad
CUST0640,23,skilled,free,no_account,>=1000_DM,667,25,car_new,critical_account,>=7_years,57.9,Medium Risk,Good
CUST0641,51,skilled,own,no_account,no_savings,494,26,radio_TV,critical_account,<1_year,39.8,High Risk,Bad
CUST0642,27,skilled,own,no_account,100_to_500_DM,3129,34,radio_TV,critical_account,>=7_years,51.0,Medium Risk,Good
CUST0643,19,skilled,own,no_account,100_to_500_DM,1124,16,radio_TV,critical_account,4_to_7_years,50.2,Medium Risk,Bad
CUST0644,49,highly_skilled,own,no_account,<100_DM,1446,13,car_new,existing_paid,1_to_4_years,65.8,Medium Risk,Good
CUST0645,28,skilled,own,no_account,no_savings,1046,11,business,existing_paid,1_to_4_years,59.5,Medium Risk,Good
CUST0646,27,unskilled_resident,own,0_to_200_DM,no_savings,1507,7,car_new,delayed_past,4_to_7_years,52.6,Medium Risk,Good
CUST0647,19,skilled,free,<0_DM,<100_DM,5535,56,radio_TV,all_paid,1_to_4_years,42.2,High Risk,Good
CUST0648,55,skilled,own,0_to_200_DM,<100_DM,3170,11,car_new,existing_paid,1_to_4_years,70.2,Low Risk,Good
CUST0649,22,skilled,free,0_to_200_DM,<100_DM,3306,17,car_used,critical_account,1_to_4_years,43.4,High Risk,Good
CUST0650,33,unskilled_resident,own,<0_DM,500_to_1000_DM,670,17,radio_TV,existing_paid,<1_year,63.8,Medium Risk,Good
CUST0651,43,skilled,own,no_account,<100_DM,807,23,furniture,critical_account,>=7_years,52.7,Medium Risk,Bad
CUST0652,37,skilled,rent,<0_DM,no_savings,250,30,car_new,existing_paid,1_to_4_years,51.9,Medium Risk,Good
CUST0653,32,skilled,rent,<0_DM,<100_DM,1026,30,car_new,critical_account,<1_year,31.6,High Risk,Bad
CUST0654,19,skilled,own,0_to_200_DM,100_to_500_DM,3532,15,furniture,all_paid,>=7_years,69.0,Medium Risk,Good
CUST0655,25,skilled,own,<0_DM,<100_DM,2596,18,radio_TV,existing_paid,>=7_years,64.2,Medium Risk,Good
CUST0656,35,skilled,own,no_account,no_savings,1548,23,business,existing_paid,>=7_years,65.8,Medium Risk,Good
CUST0657,26,unskilled_resident,free,no_account,<100_DM,1780,17,car_new,existing_paid,1_to_4_years,58.9,Medium Risk,Bad
CUST0658,35,skilled,own,no_account,<100_DM,1116,44,furniture,critical_account,<1_year,37.1,High Risk,Bad
CUST0659,40,unskilled_nonresident,rent,<0_DM,500_to_1000_DM,2086,25,car_new,critical_account,1_to_4_years,45.1,High Risk,Bad
